,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_M001.wav,e3,ALRIGHT .
2008,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_F032.wav,e1,{LG} HELLO I . AM NOT .
573,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro07_F027.wav,e1,WOW YOU ARE A WINNER AND A HALF {LG} .
2216,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro02_M000.wav,e3,IT'S ONLY GOING TO BE A YEAR .
3019,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_M026.wav,e0,YOU'D HAVE TO LIKE GO SOMEWHERE ELSE  AND YOU  KNOW WE WOULD BE APART AND THAT WOULD SUCK .
5454,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_1_M028.wav,e0,THE ONE WHERE YOU BOUGHT THAT  LITTLE . PAINTED . WOODEN SNAKE AND PUT IT ON MY BED .
3213,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_M045.wav,e1,I DON'T FEEL SO BAD  THEN . WELL I'M EXCITED FOR  YOU .
2665,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_F031.wav,e2,THEY'RE AWAY IN TUNIS .
217,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro06_M017.wav,e0,IS THERE A FUNERAL PLANNED OR .
1703,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_1_M034.wav,e1,OUT THERE SOMEPLACE THERE'S THIS HUGE MASS OF SILVER FISH HEADING THIS WAY . THEY DON'T KNOW WHY  WE DON'T KNOW WHY IT . WASN'T A DECISION . THEY DIDN'T TAKE A VOTE .
479,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_F002.wav,e1,YEAH I'M SO EXCITED SO I'M GONNA SAY .
3417,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_F039.wav,e1,SORRY .
1447,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_1_M005.wav,e1,WELL I GUESS WE CAN TELL IT PROBABLY ISN'T RIGHT . PROBABLY BE UNMISTAKABLE DON'T YOU THINK .
328,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_M029.wav,e2,WELL WELCOME TO THE HUMAN RACE ALL RIGHT DO  YOU THINK THIS IS WHAT I HAD IN MIND WHEN I PROPOSED YOU THINK  I HAD THIS GREAT FANTASY GOING THAT . FOUR YEARS DOWN THE ROAD WE'D . COME TO THE BEACH AND YELL AT EACH OTHER OVER  FISH .
1102,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_1_F030.wav,e2,THAT'S A GOOD ANSWER BUT IT DOESN'T ANSWER ANYTHING . YOU HAVEN'T SEEN HER SINCE YOU WENT AWAY TO WAR IT'S BEEN  FIVE YEARS .
2199,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro07_M013.wav,e1,I HAVE SOME BAD NEWS I WAS LIKE WHAT  SHE'S LIKE NOT REALLY YOU GOT INTO U S C AND I WAS . LIKE I WAS LIKE OH MY GOD I WAS ABOUT TO TEAR MY OWN HAIR OUT .
1083,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F003.wav,e1,AND VERY MUCH SILLIER .
361,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_F012.wav,e2,IT'S BECOME A HABIT WITH YOU .
2505,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro06_M005.wav,e3,YOU KNOW IT'S INEVITABLE AND I MEAN HONESTLY IT'S IT'S ALMOST LIKE .
3651,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_M036.wav,e1,OH . GOD . IT'S AWESOME . THERE'S GOING TO BE TONS OF PLACES . {NS} .
4732,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro08_F017.wav,e0,OKAY  GREAT FOUR SEATS I'LL BOOK YOU FOR FOUR SEATS .
2895,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_1_M022.wav,e2,SOMETIMES YOU INFURIATE ME YOU KNOW THAT  ISN'T IT YOUR BUSINESS TOO IF I TELL THIS TO FATHER AND HE THROWS A FIT ABOUT IT . YOU HAVE SUCH A TALENT FOR IGNORING THINGS .
277,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro08_M016.wav,e0,NO NO NO I AM GRATEFUL .
5140,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_F009.wav,e1,YEAH I KNOW MY MOM CALLED ME I WAS  WITH MY GIRLFRIEND IN BOSTON  AND UH SHE GOT THE LETTER AND SHE CALLED ME SHE SAID I DON'T KNOW DO YOU WANT ME TO OPEN IT AND I WAS LIKE YES OPEN IT AND SHE OPENED IT AND SHE  GOES OH . I'M . SORRY NAT .
4234,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro07_M000.wav,e1,DID YOU GET THE LETTER .
33,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro07_F010.wav,e0,OH .
2387,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_M004.wav,e2,YOU MUST ADMIT THAT HE WAS IN LOVE WITH YOU WASN'T HE .
4589,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_2_M007.wav,e0,LINE .
4183,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro06_F004.wav,e0,THANK YOU .
4138,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro05_F019.wav,e2,IF YOU'RE IF YOU'RE IF YOU'RE LOOKING FOR A LAWSUIT BABY YOU'VE  FOUND IT .
2805,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro02_F024.wav,e3,A . WHOLE YEAR . WE'RE  NOT TALKING ABOUT LIKE A COUPLE MONTHS HERE I MEAN THIS IS A WHOLE YEAR .
2558,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro03_F031.wav,e1,THAT'S INCREDIBLE YEAH CONGRATULATIONS .
1198,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_F034.wav,e1,YEAH  SHE . YEAH . THAT'S MY TYPE .
3740,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_2_M007.wav,e0,YOU CAN'T READ HER MIND .
3464,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro04_M028.wav,e0,I MEAN ARE YOU GOING IN FOR INTERVIEWS .
5090,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_3_M037.wav,e3,AND I WENT TO WORK WITH  DAD AND THAT  RAT RACE AGAIN AND I FELT WHAT YOU SAID . ASHAMED . SOMEHOW  BECAUSE . NOBODY WAS CHANGED  AT ALL .
1092,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_3_M028.wav,e3,TAKES AWHILE TO  TOSS SOMETHING LIKE THAT OFF I MEAN THEY WEREN'T JUST MEN . YOU KNOW .
5064,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro04_M026.wav,e0,BUT YOU HAVE . TO KEEP  TRYING YOU . CAN'T GIVE UP .
1274,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_M034.wav,e2,YOU MUST HAVE HAD A RIOTOUS TIME .
2688,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_1b_M005.wav,e3,YES . YES HE IS I . DON'T KNOW THE MEANING IN IT . BUT I KNOW ONE THING MOM WE MADE A TERRIBLE MISTAKE WITH DAD .
978,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script03_2_M009.wav,e0,ARE YOU BORED WITH THIS CONVERSATION .
867,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro04_F015.wav,e0,WELL I'M MOVING UP I . MEAN IT COULD BE .
3858,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro06_M012.wav,e0,YEAH .
417,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_M042.wav,e1,WHAT HAVE WE GOT HERE .
4407,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script02_2_F047.wav,e0,OR NOT .
1279,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_2_F051.wav,e3,I'M SORRY AUGIE .
429,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_1_M002.wav,e3,AROUND . FOUR THIS MORNING AND . THERE WAS A CRACK AND I LOOKED OUT WE'RE  STANDING RIGHT THERE WHEN I CRACKED .
824,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro04_M012.wav,e0,WHAT WOULD YOU DO  WHAT WOULD YOU DO IF . YOU DIDN'T . YOU CAN GO  TO LAW SCHOOL .
4682,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro05_F017.wav,e0,WE HAVE VERY TIGHT SECURITY BUT WE UH . THERE ARE TIMES WHEN  WE JUST CAN'T UH  MAKE SURE THERE AREN'T ABSOLUTELY NO HUMAN  ERROR YOU KNOW .
1912,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro05_F009.wav,e2,YOU'RE KIDDING ME RIGHT  YOU'RE GOING TO GIVE ME FIFTY DOLLARS  TO COMPLETELY COVER . MY BAG . EVERYTHING THAT WAS IN IT THE INCONVENIENCE THAT I'VE GONE THROUGH I PAID FOR MY TICKET ALL I EXPECT IS TO SAFELY GET TO MY DESTINATION WITH MY STUFF . IS THAT SO MUCH TO ASK . I MEAN I REALLY DON'T THINK THAT'S THAT BIG A DEAL TO ASK YOU GUYS TO . HAVE MY BAG IN THE PLACE WHERE I LEAVE AND THEN PUT MY BAG WHERE I END UP .
1305,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_3_F013.wav,e1,WELL I  MEAN UNTIL THEN YOU NEVER WROTE AND WHEN YOU DID WHAT DID YOU SAY I MEAN YOU SURE CAN BE AMBIGUOUS .
4653,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_2_F035.wav,e3,I DIDN'T SAY THAT .
2050,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_M009.wav,e1,I WORKED REALLY HARD I'LL SAY I WORKED REALLY HARD . YOU KNOW I  I'M NOT BRAGGING OR ANYTHING LIKE THAT BUT .
5004,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script03_1_F027.wav,e1,I KNOW OH MAN  COULDN'T BELIEVE IT .
4845,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro03_F013.wav,e1,YEAH .
2335,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro03_F013.wav,e1,SO WHERE ARE YOU GOING TO  HAVE YOUR . WEDDING .
3675,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro03_M025.wav,e1,AND . IT'S GOING TO THE YOU KNOW . I TOLD HER THAT I JUST I WANT THE COLOR BROWN TO BE  AS AN INTEGRAL IN THE WEDDING . AND UM  MAYBE SOME GREENS AND BLUES .
4833,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro02_M002.wav,e3,AND .
1455,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_1_M004.wav,e1,I DON'T  CARE . THEN .
2581,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_F041.wav,e2,BEAST BRUTE CAD . WHORE .
1287,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro07_F007.wav,e1,WE CAN PARTY WE CAN  HAVE FUN .
5091,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro08_F024.wav,e1,YEAH .
3281,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_1_M019.wav,e1,YES . YES WITH ALL HIS MIGHT .
92,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_1_F004.wav,e3,DID YOU TALK TO HIM .
1954,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro08_M028.wav,e0,IF YOU'RE EVER  ONLINE OR ANYTHING LIKE THAT I MEAN JUST MAKE SURE IT'S A SECURE SITE AND .
1885,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_3_F019.wav,e1,I'LL NEVER FORGIVE YOU FOR THAT .
2344,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_1_M016.wav,e0,YOU KNOW WHY .
3764,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script02_2_F016.wav,e3,I WOULD RATHER NOT  REMEMBER SOME THINGS  I'D RATHER NOT HOPE FOR SOMETHING .
1967,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro02_F019.wav,e3,BUT IT IT  IS FOR  A YEAR .
4828,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro04_M013.wav,e0,WELL MAYBE . YEAH BUT  MAYBE YOU GET TO THAT POINT WHERE IT'S LIKE YOU BUG EM . AND . THEN THEY JUST DON'T WANNA HEAR FROM YOU ANYMORE . BUT YOU KEEP BUGGING THEM . AND BUGGING THEM . AND THEN  IT'S GONNA ANNOY THEM SO MUCH THAT . THEY'RE GONNA BE LIKE ALL RIGHT FINE YOU KNOW .
2274,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro03_M043.wav,e1,I'M GETTING A LITTLE WEAK IN THE KNEES .
2106,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_F007.wav,e3,WHAT HAPPENED WHAT WENT WRONG .
1443,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F048.wav,e2,OH YES I AM .
2810,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro06_F019.wav,e3,NOT VERY GOOD .
5000,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_2_F045.wav,e1,I'M BEGINNING TO THINK YOU MIGHT BE RIGHT . I . THINK THIS MIGHT BE THE SPOT AFTER ALL .
977,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro05a_M027.wav,e2,WHOSE DAUGHTER ARE YOU .
1639,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_1_M007.wav,e0,I DON'T KNOW .
47,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_2_M005.wav,e0,WELL SO WHAT .
2361,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro05_M005.wav,e0,UM  WE'D BE WILLING  TO GIVE YOU . UH FIFTY DOLLARS  FOR .
4633,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_F026.wav,e0,IT'S GOOD THAT YOU WERE THERE .
3916,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_3_F012.wav,e1,FROM HER OPINION WHY ELSE WOULD  I COME HERE .
5233,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_1_F041.wav,e2,BUT DON'T  THINK THAT WAY YOU HEAR ME .
2737,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_2_F035.wav,e3,I KNOW THAT AUGIE I REALLY DO .
2734,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro04_M014.wav,e0,OH . YEAH WHAT KIND OF JOBS THEY GOT .
2856,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro04_M026.wav,e0,HEY I'D LOVE TO HELP YOU BUT I YOU DON'T HAVE  THE KIND OF TRAINING . THAT I .
4811,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_2_F011.wav,e3,IT'S . LIKE I KNOW AS LONG AS SHE'S WAITING  I'M RIGHT AGAIN .
1961,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script03_1_F015.wav,e3,WELL . WHAT IF HAPPENS IF . ONE OF US IS TO DIE DOES THE ONE THAT'S LEFT STILL . LAUGH .
719,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_M030.wav,e2,THEY  NONSENSE THEY HAVE A LITTLE BAG OF VENOM BEHIND THEIR FANGS AND THEY SNAP .
2819,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_1_M016.wav,e3,NO THAT DESIRE WILL FADE  ALONG WITH OUR PASSION .
1597,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro06_F006.wav,e3,I MEAN HE WAS  LIKE . REALLY  CONSCIOUS RIGHT UP UNTIL THE END  YOU KNOW .
4094,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro04_F030.wav,e2,YOU ARE SO HIGH AND MIGHTY I JUST .
2515,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro08a_M007.wav,e0,I UNDERSTAND  WE'RE NOT .
4640,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_F005.wav,e1,YES . WHAT WOULD YOU WANT MORE THAN ANYTHING IN THIS WORLD .
1715,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script03_2_M017.wav,e2,GOING SOMEWHERE DEAR .
631,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_M015.wav,e3,IT'S JUST REALLY WEIRD BECAUSE HE WAS REALLY YOUNG YOU KNOW . AND IT KIND OF LIKE .
2466,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_2_M019.wav,e0,WAIT A MINUTE . I'VE GOT IT .
2479,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_F027.wav,e1,OKAY YES TOTALLY COME VISIT .
1916,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script02_2_F015.wav,e1,AND I REMEMBER THINKING . FINALLY . FINALLY I AM AS HAPPY AS I AM SUPPOSED TO BE .
2028,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_M008.wav,e3,IT'S JUST . REALLY . REALLY MESSED UP .
811,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_2_M038.wav,e1,ACTUALLY . NOW THAT YOU MENTION IT NO  I DON'T .
3766,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro01_F012.wav,e2,PROBABLY .
2622,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_F035.wav,e2,YOU REALLY DO NEED TO . DEVELOP UH . A CLEARER HEAD .
4621,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro03_M019.wav,e1,YEAH .
2460,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_M041.wav,e2,VERY AMUSING INDEED .
4598,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_2_F050.wav,e1,MAYBE THIS IS THE RIGHT PLACE AFTER ALL .
4542,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script03_2_F026.wav,e2,YOU ARE  QUITE INSUFFERABLE I SUPPOSE IT'S BECAUSE YOU'RE DRUNK .
1667,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_1_F017.wav,e3,I'VE . GOT AN IDEA BUT  WHAT'S THE STORY .
1568,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro02_F011.wav,e3,WHAT'S THAT SUPPOSED TO MEAN .
1103,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_1_F015.wav,e3,OH DEAR SHOULD WE LIKE  THAT .
3349,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro05_M001.wav,e0,OKAY  UM . WELL  UNFORTUNATELY YEAH THERE WAS A SOME  SOME PROBLEMS WITH THE .
3875,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_F014.wav,e1,NO BUT THAT'S AN AWESOME SCHOOL THAT'S . SO . COOL .
1349,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_2_M035.wav,e2,I WILL DO NO SUCH THING .
2852,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_1_F021.wav,e2,YES .
2702,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_F007.wav,e1,I GOT  U S  C I GOT YEAH I GOT THE ACCEPTANCE LETTER .
4489,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script03_2_M004.wav,e0,YOU WENT OUT OF YOUR WAY TO TORTURE ME OVER  PETER . BURDEN .
5269,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_3_M047.wav,e1,ANNIE  ANNIE I'M GOING TO MAKE A FORTUNE FOR YOU .
3782,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro01_M002.wav,e0,RIGHT . WELL  WE STILL NEED IT .
1659,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_F031.wav,e1,WELL THAT'LL TAKE A WHILE {NS} .
5165,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro05_F002.wav,e2,WHERE I DON'T KNOW THE LOST AND FOUND WHAT DO YOU MEAN LOST AND FOUND .
482,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_1_M026.wav,e0,I WANTED TO GET THIS SETTLED FIRST .
621,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro01_M004.wav,e0,SHE  SHE PROBABLY DOESN'T EVEN WORK HERE .
1456,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_1_M013.wav,e1,WE SHOULD HAVE BROUGHT THE BLANKET  OH WHY DIDN'T WE BRING THE BLANKET OUR BLANKET .
3472,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_2_M035.wav,e2,THIS IS NO TIME OF  THE YEAR FOR TUNIS .
877,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro06_F003.wav,e3,YEAH WE WERE PRETTY CLOSE .
3539,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_F047.wav,e1,I THINK IT'S A GOOD IDEA TO LIVE TOGETHER BEFORE YOU GET . MARRIED .
353,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro05_M010.wav,e0,OKAY . AND WHAT IS THAT  WHAT KIND OF BAG  IS . IT .
4104,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro04_M006.wav,e0,HE'S LIKE A HOUSE MANAGER YEAH IT'S A GOOD JOB .
4860,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_1_M022.wav,e0,RIGHT .
1785,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_M027.wav,e1,UH HUH IT WILL BE AWESOME .
4629,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_3_F025.wav,e3,BECAUSE YOU CAN'T FEEL LIKE THAT ANYMORE CHRIS YOU HEAR ME I  MEAN . EVERYTHING THAT YOU HAVE . YOU DESERVE . AND THAT INCLUDES ME  AND YOUR FATHER  YOUR FATHER PUT HUNDREDS OF PLANES IN THE AIR  YOU SHOULD BE PROUD A MAN SHOULD BE PAID FOR THAT .
3588,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro08_M017.wav,e2,YOU'RE NOT GOING TO CALL THE OTHER OPERATOR . YOU'RE NOT GOING TO CALL THE THE OTHER OPERATOR .
2304,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro03_F012.wav,e1,OH MY  GOSH THAT'S SO CUTE .
3060,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_F037.wav,e1,YEAH .
4905,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_2_M043.wav,e2,YOU'RE NOT GOING LIKE THIS .
1963,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_1_F024.wav,e1,YES I KNOW YOU DID  YOU THREW HIM OUT OF THE WINDOW INTO THE GRAND CANAL I  DON'T THINK I'LL EVER FORGIVE YOU FOR THAT .
5413,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_F018.wav,e0,OKAY .
4602,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script02_1_M023.wav,e1,THERE'S MYSTERY HERE . AND MAGIC  A LITTLE BIT OF THE UNEXPLAINABLE . I DON'T SEE HOW YOU CAN NOT BE INTERESTED .
3510,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro08_F016.wav,e0,OKAY .
3889,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro04_M008.wav,e2,I'M SMARTER THAN HALF THE PEOPLE I WORK FOR .
2543,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F024.wav,e1,SO THIS WORKS OUT PERFECTLY . BECAUSE I WAS WORRIED IF I DIDN'T GET IN TO U S C THEN I WOULD HAVE TO GO SOMEWHERE FAR AWAY AND THEN .
1235,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_1_M011.wav,e1,AH .
2599,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_M035.wav,e1,BUT . UH .
1171,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_3_F001.wav,e1,IT'S ALL RIGHT IT'S A GOOD THING . IT'S LOVELY HERE . THE AIR IS  SWEET .
4360,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script02_1_M009.wav,e0,OH WELL  YEAH OF COURSE .
4273,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script01_1_M024.wav,e0,WELL IF SHE DOES THEN THAT'S IT . THAT'S THE END OF IT  FROM HER LETTERS THOUGH I THINK SHE'S  PRETTY MUCH FORGOTTEN HIM .
2796,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F009.wav,e1,THE CAMPUS IS BEAUTIFUL I'M SO EXCITED .
4972,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro03_F008.wav,e1,YEAH I WOULD LOVE TO THANKS {LG} .
2212,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro08a_M000.wav,e0,HELLO  THIS IS VIACOM SERVICES HOW CAN I HELP YOU .
3756,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script02_1_M031.wav,e1,SOMEWHERE OUT  THERE . IS A . GIANT MASS OF SILVER FISH . ALL SWIMMING IN THIS DIRECTION  THEY DON'T KNOW WHY AND WE DON'T KNOW WHY . THEY  DIDN'T GET AN INVITATION AND IT WASN'T A VOTE IT WASN'T A DECISION AND NOBODY SENT THEM A MAP OR . ANYTHING LIKE THAT .
909,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_M005.wav,e1,ARE YOU GOING TO LIVE ON CAMPUS WHERE ARE YOU GOING TO LIVE .
4971,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_1_M022.wav,e1,COME KISS ME DARLING BEFORE YOUR . BODY ROTS AND WORMS POP IN AND OUT OF YOUR EYE SOCKETS .
2070,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro01_F000.wav,e0,HI I NEED AN ID .
